timestamp,plant,line,shift,product_family,cycle_time_sec,cavity,efficiency_pct,downtime_rate,scrap_rate,units_per_hour,effective_units_per_hour,good_units_per_hour,material_cost_per_unit,labor_cost_per_hour,energy_cost_per_hour,overhead_cost_per_hour,total_cost_per_hour,cost_per_unit,cost_per_good_unit,scrap_cost_per_unit_proxy
2025-10-11 15:14:00,PL03,LINE_C,C,HEAVY,59.64,1,0.9361,0.2393,0.15,56.51,42.98,36.54,6.09,47.24,17.23,16.93,81.39,7.983,8.318,0.913
2025-10-11 15:19:00,PL02,LINE_B,C,PREMIUM,41.35,1,0.86,0.25,0.0656,74.88,56.16,52.48,3.5,53.34,18.18,18.47,89.99,5.102,5.215,0.23
2025-10-11 15:58:00,PL01,LINE_A,C,PREMIUM,50.94,4,0.934,0.0555,0.15,264.02,249.35,211.95,3.14,60.7,25.13,14.83,100.66,3.54,3.612,0.471
2025-10-11 17:02:00,PL01,LINE_A,B,STANDARD,34.94,1,0.8731,0.0642,0.0531,89.97,84.19,79.72,2.32,54.52,15.25,29.31,99.09,3.494,3.56,0.123
2025-10-11 17:43:00,PL02,LINE_B,A,HEAVY,79.16,1,0.7607,0.0816,0.15,34.6,31.78,27.01,6.38,49.65,21.79,24.89,96.32,9.416,9.951,0.958
2025-10-11 17:59:00,PL01,LINE_C,B,PREMIUM,58.3,2,0.9483,0.029,0.15,117.12,113.72,96.66,3.13,55.41,17.87,21.47,94.76,3.958,4.105,0.469
2025-10-11 18:44:00,PL03,LINE_C,A,STANDARD,64.7,1,0.7401,0.2275,0.0671,41.18,31.82,29.68,2.28,45.13,10.63,15.27,71.03,4.513,4.673,0.153
2025-10-11 19:36:00,PL02,LINE_D,A,STANDARD,32.78,1,0.8517,0.0593,0.0954,93.55,88.0,79.61,2.29,49.2,15.48,28.75,93.43,3.356,3.468,0.219
2025-10-11 20:39:00,PL01,LINE_A,C,HEAVY,89.05,1,0.8939,0.2473,0.15,36.14,27.2,23.12,5.76,55.55,20.3,31.7,107.55,9.718,10.415,0.865
2025-10-11 21:02:00,PL03,LINE_B,C,HEAVY,73.91,1,0.8225,0.0254,0.0901,40.06,39.05,35.53,5.1,50.75,17.67,24.61,93.04,7.486,7.722,0.46
2025-10-11 21:05:00,PL02,LINE_D,C,PREMIUM,50.35,2,0.9262,0.1757,0.1134,132.44,109.18,96.8,4.03,54.54,17.21,20.03,91.78,4.867,4.974,0.456
2025-10-11 21:09:00,PL03,LINE_A,C,PREMIUM,48.62,2,0.7914,0.1063,0.0616,117.18,104.72,98.28,2.97,44.65,14.04,21.97,80.66,3.736,3.787,0.183
2025-10-11 21:18:00,PL02,LINE_A,C,STANDARD,32.86,1,0.8431,0.2488,0.0801,92.37,69.39,63.83,1.96,53.76,12.99,24.87,91.61,3.276,3.391,0.157
2025-10-11 21:23:00,PL02,LINE_D,B,HEAVY,72.18,1,0.9027,0.25,0.049,45.02,33.77,32.11,4.82,49.47,21.35,31.54,102.36,7.85,8.006,0.236
2025-10-11 21:31:00,PL01,LINE_A,A,STANDARD,53.64,1,0.9181,0.1173,0.0433,61.62,54.39,52.04,1.79,54.55,18.1,16.44,89.08,3.429,3.503,0.078
2025-10-11 21:59:00,PL03,LINE_B,C,STANDARD,25.84,2,0.98,0.179,0.0936,273.11,224.22,203.24,1.9,51.09,17.5,22.95,91.54,2.303,2.345,0.177
2025-10-11 22:24:00,PL03,LINE_B,B,HEAVY,57.39,1,0.8134,0.1576,0.098,51.03,42.99,38.78,5.01,47.86,24.54,22.9,95.3,7.226,7.467,0.491
2025-10-12 00:14:00,PL01,LINE_C,C,HEAVY,86.37,1,0.9199,0.1265,0.0443,38.34,33.49,32.01,4.55,60.66,21.65,19.01,101.32,7.573,7.713,0.201
2025-10-12 00:37:00,PL02,LINE_A,B,PREMIUM,49.69,1,0.8031,0.2173,0.0521,58.19,45.55,43.18,2.66,53.82,15.36,16.43,85.61,4.542,4.645,0.139
2025-10-12 00:41:00,PL01,LINE_B,A,STANDARD,34.51,1,0.8394,0.0412,0.1125,87.57,83.96,74.52,2.16,52.56,14.58,25.78,92.93,3.27,3.41,0.243
2025-10-12 01:07:00,PL01,LINE_A,C,STANDARD,26.51,1,0.8584,0.0305,0.124,116.56,113.0,98.99,1.95,52.68,19.5,22.25,94.43,2.783,2.901,0.241
2025-10-12 01:26:00,PL01,LINE_A,A,STANDARD,33.72,1,0.9287,0.188,0.0346,99.15,80.51,77.73,2.88,57.14,21.82,23.46,102.42,4.152,4.198,0.1
2025-10-12 02:22:00,PL01,LINE_B,B,PREMIUM,68.31,1,0.8562,0.25,0.0809,45.12,33.84,31.11,2.87,57.23,17.48,17.64,92.35,5.599,5.839,0.232
2025-10-12 02:47:00,PL02,LINE_A,C,HEAVY,76.13,1,0.8324,0.2244,0.1074,39.36,30.53,27.25,4.55,54.79,23.08,30.72,108.58,8.106,8.534,0.489
2025-10-12 03:08:00,PL03,LINE_A,A,STANDARD,37.34,2,0.8551,0.1003,0.0732,164.87,148.34,137.48,2.43,48.66,19.55,26.45,94.65,3.065,3.116,0.178
2025-10-12 03:18:00,PL01,LINE_A,B,HEAVY,54.84,1,0.952,0.1265,0.0516,62.5,54.59,51.78,4.31,52.76,24.27,21.34,98.36,6.111,6.209,0.222
2025-10-12 03:59:00,PL02,LINE_C,C,HEAVY,45.85,1,0.8856,0.1805,0.0353,69.53,56.98,54.96,4.2,52.9,23.88,32.42,109.2,6.113,6.183,0.148
2025-10-12 06:44:00,PL01,LINE_C,B,STANDARD,31.58,2,0.8341,0.2282,0.15,190.15,146.76,124.74,2.17,56.31,20.44,19.46,96.2,2.83,2.946,0.326
2025-10-12 06:47:00,PL03,LINE_A,B,STANDARD,25.75,2,0.8566,0.2401,0.0126,239.53,182.02,179.73,2.73,46.1,15.8,24.59,86.49,3.203,3.209,0.034
2025-10-12 10:04:00,PL02,LINE_A,A,STANDARD,23.26,2,0.849,0.1001,0.0714,262.79,236.48,219.59,1.86,51.96,20.31,25.22,97.48,2.268,2.3,0.133
2025-10-12 10:16:00,PL01,LINE_B,A,STANDARD,38.24,1,0.8269,0.1907,0.15,77.83,62.99,53.54,1.62,53.6,16.93,17.62,88.15,3.024,3.271,0.244
2025-10-12 11:01:00,PL01,LINE_B,C,STANDARD,37.44,2,0.88,0.1492,0.0241,169.23,143.97,140.5,1.66,59.77,12.77,20.88,93.42,2.308,2.324,0.04
2025-10-12 11:12:00,PL02,LINE_A,B,HEAVY,81.58,1,0.8808,0.1245,0.15,38.87,34.03,28.93,6.85,53.13,21.72,26.33,101.19,9.824,10.349,1.028
2025-10-12 11:35:00,PL01,LINE_A,B,STANDARD,28.23,2,0.8815,0.1345,0.1211,224.87,194.63,171.07,1.9,55.93,18.81,22.2,96.94,2.395,2.464,0.23
2025-10-12 11:50:00,PL02,LINE_A,B,STANDARD,45.14,1,0.8772,0.25,0.0506,69.96,52.47,49.81,1.54,51.84,20.03,9.96,81.83,3.098,3.181,0.078
2025-10-12 11:52:00,PL02,LINE_B,C,PREMIUM,46.82,4,0.8765,0.1893,0.102,269.57,218.54,196.25,3.57,55.68,22.98,27.58,106.25,4.059,4.114,0.364
2025-10-12 12:15:00,PL01,LINE_C,C,STANDARD,35.25,2,0.8286,0.239,0.0363,169.25,128.8,124.13,2.03,60.2,19.18,20.21,99.58,2.802,2.831,0.074
2025-10-12 15:39:00,PL01,LINE_B,B,PREMIUM,65.71,4,0.8423,0.25,0.1462,184.57,138.42,118.19,3.04,60.74,28.01,16.1,104.85,3.794,3.924,0.444
2025-10-12 15:52:00,PL01,LINE_A,A,PREMIUM,31.29,2,0.8203,0.17,0.0173,188.75,156.65,153.95,3.89,55.74,22.0,21.2,98.94,4.523,4.534,0.067
2025-10-12 16:32:00,PL02,LINE_B,B,STANDARD,39.7,1,0.8867,0.1039,0.1315,80.4,72.05,62.57,2.61,52.61,17.09,21.19,90.89,3.869,4.06,0.343
2025-10-12 17:08:00,PL03,LINE_A,A,PREMIUM,59.78,1,0.8776,0.1348,0.1032,52.84,45.72,41.0,3.59,47.38,15.52,29.12,92.02,5.6,5.832,0.37
2025-10-12 17:13:00,PL01,LINE_A,B,PREMIUM,52.09,1,0.8992,0.197,0.0262,62.15,49.9,48.59,2.36,54.5,16.84,9.45,80.79,3.98,4.023,0.062
2025-10-12 17:13:00,PL02,LINE_B,C,STANDARD,20.61,2,0.8529,0.1874,0.113,298.0,242.16,214.78,2.38,53.17,20.65,16.71,90.52,2.75,2.798,0.269
2025-10-12 17:38:00,PL01,LINE_D,C,PREMIUM,47.9,1,0.7642,0.25,0.15,57.43,43.07,36.61,3.5,57.15,23.23,21.38,101.76,5.861,6.278,0.525
2025-10-12 19:50:00,PL01,LINE_C,B,STANDARD,60.03,1,0.8264,0.2413,0.15,49.55,37.6,31.96,1.41,58.45,13.34,19.24,91.03,3.83,4.257,0.211
2025-10-12 20:00:00,PL03,LINE_A,C,HEAVY,34.93,2,0.9084,0.1396,0.0395,187.23,161.09,154.73,5.98,53.49,19.12,11.69,84.3,6.506,6.528,0.236
2025-10-12 20:37:00,PL02,LINE_D,B,STANDARD,21.99,1,0.8045,0.1891,0.15,131.68,106.78,90.76,2.13,51.43,13.14,26.89,91.46,2.989,3.14,0.32
2025-10-12 20:42:00,PL03,LINE_C,B,PREMIUM,59.24,1,0.9275,0.25,0.1122,56.36,42.27,37.53,3.91,46.9,12.03,18.4,77.33,5.735,5.966,0.438
2025-10-12 20:47:00,PL02,LINE_A,A,PREMIUM,33.83,4,0.934,0.2464,0.0296,397.53,299.58,290.7,3.64,50.88,18.63,24.89,94.4,3.958,3.967,0.108
2025-10-12 21:42:00,PL01,LINE_B,C,STANDARD,37.47,1,0.81,0.0747,0.0357,77.83,72.02,69.44,2.6,57.2,14.03,15.12,86.35,3.797,3.841,0.093
2025-10-12 22:08:00,PL02,LINE_D,A,STANDARD,29.44,2,0.8746,0.0668,0.15,213.9,199.61,169.67,1.96,49.55,14.08,29.91,93.54,2.426,2.509,0.294
2025-10-12 22:16:00,PL02,LINE_B,B,PREMIUM,56.68,2,0.9099,0.25,0.15,115.59,86.7,73.69,2.81,53.75,15.07,26.16,94.98,3.902,4.096,0.421
2025-10-12 22:22:00,PL03,LINE_A,B,PREMIUM,61.05,2,0.9227,0.2358,0.0899,108.82,83.16,75.69,3.17,46.2,15.25,17.82,79.27,4.122,4.216,0.285
2025-10-12 22:28:00,PL02,LINE_C,C,PREMIUM,29.87,1,0.8861,0.0865,0.15,106.79,97.55,82.92,3.67,51.04,15.06,26.24,92.33,4.621,4.788,0.551
2025-10-12 22:32:00,PL01,LINE_B,B,STANDARD,31.53,1,0.8605,0.0132,0.0847,98.23,96.93,88.72,1.78,53.77,13.96,26.81,94.54,2.752,2.842,0.15
2025-10-12 23:01:00,PL01,LINE_A,B,PREMIUM,61.34,1,0.9566,0.1679,0.115,56.14,46.72,41.34,2.88,59.03,13.88,17.33,90.24,4.813,5.064,0.332
2025-10-12 23:11:00,PL02,LINE_A,A,HEAVY,70.34,2,0.8347,0.069,0.15,85.44,79.54,67.61,4.78,51.96,26.87,25.99,104.82,6.103,6.335,0.718
2025-10-12 23:14:00,PL03,LINE_C,C,STANDARD,36.95,2,0.8995,0.25,0.15,175.27,131.45,111.74,1.75,49.71,20.95,24.22,94.88,2.468,2.596,0.262
2025-10-12 23:44:00,PL02,LINE_B,C,STANDARD,30.22,1,0.8075,0.1029,0.0648,96.18,86.29,80.69,2.46,51.63,16.23,14.6,82.47,3.412,3.478,0.159
2025-10-12 23:48:00,PL01,LINE_A,C,STANDARD,47.2,2,0.8424,0.25,0.1219,128.51,96.38,84.63,2.54,63.56,18.87,21.3,103.73,3.619,3.768,0.31
2025-10-13 00:09:00,PL01,LINE_A,A,STANDARD,33.15,1,0.8928,0.1107,0.0636,96.96,86.22,80.74,2.23,55.76,18.08,19.24,93.08,3.306,3.379,0.142
2025-10-13 00:34:00,PL03,LINE_B,A,STANDARD,34.24,2,0.9093,0.1442,0.1146,191.18,163.61,144.86,1.98,46.42,22.01,27.95,96.37,2.568,2.644,0.227
2025-10-13 00:38:00,PL03,LINE_A,B,PREMIUM,66.67,2,0.8129,0.0904,0.0908,87.79,79.85,72.6,2.89,49.37,17.71,19.0,86.08,3.973,4.08,0.263
2025-10-13 02:06:00,PL02,LINE_B,B,PREMIUM,57.44,1,0.8297,0.1818,0.0375,52.0,42.54,40.95,2.71,52.05,21.34,18.81,92.2,4.874,4.958,0.102
2025-10-13 02:12:00,PL02,LINE_B,B,STANDARD,34.93,2,0.951,0.134,0.0049,195.99,169.74,168.91,2.13,50.95,24.18,25.38,100.51,2.726,2.729,0.01
2025-10-13 02:34:00,PL02,LINE_A,B,HEAVY,120.19,1,0.7845,0.0185,0.0886,23.5,23.06,21.02,5.4,50.54,19.74,29.87,100.15,9.739,10.161,0.478
2025-10-13 02:37:00,PL02,LINE_D,A,STANDARD,33.79,1,0.8534,0.25,0.0894,90.93,68.2,62.1,2.37,47.65,24.37,21.73,93.75,3.745,3.881,0.212
2025-10-13 02:46:00,PL01,LINE_D,A,STANDARD,54.66,1,0.8157,0.1177,0.0347,53.72,47.4,45.76,2.0,54.35,18.6,31.82,104.77,4.206,4.285,0.069
2025-10-13 03:30:00,PL02,LINE_A,B,HEAVY,62.82,2,0.8219,0.0784,0.0194,94.2,86.81,85.13,5.59,53.64,28.17,24.75,106.56,6.821,6.845,0.109
2025-10-13 03:45:00,PL01,LINE_A,C,HEAVY,74.53,1,0.9408,0.1562,0.0462,45.44,38.34,36.57,5.63,55.38,23.75,12.24,91.37,8.011,8.127,0.26
2025-10-13 03:46:00,PL01,LINE_B,A,STANDARD,41.49,2,0.7984,0.1163,0.1492,138.56,122.45,104.18,1.4,54.81,19.02,35.16,108.99,2.293,2.449,0.209
2025-10-13 03:55:00,PL02,LINE_C,C,HEAVY,49.83,1,0.8583,0.0769,0.1329,62.01,57.24,49.64,6.36,54.46,21.34,28.89,104.69,8.188,8.469,0.845
2025-10-13 05:05:00,PL03,LINE_A,B,STANDARD,41.57,1,0.7933,0.0641,0.0305,68.7,64.3,62.34,1.78,47.14,16.56,17.85,81.54,3.044,3.084,0.054
2025-10-13 06:22:00,PL02,LINE_D,B,HEAVY,68.49,1,0.8092,0.0492,0.15,42.53,40.44,34.38,4.31,50.38,22.12,21.35,93.85,6.629,7.039,0.646
2025-10-13 08:08:00,PL02,LINE_D,A,HEAVY,81.36,1,0.7965,0.25,0.1492,35.24,26.43,22.49,4.56,50.53,18.61,30.49,99.63,8.333,8.994,0.681
2025-10-13 08:46:00,PL01,LINE_C,B,PREMIUM,58.86,2,0.8629,0.0243,0.0408,105.56,102.99,98.79,3.18,57.33,25.26,21.14,103.73,4.184,4.227,0.13
2025-10-13 09:00:00,PL01,LINE_D,B,STANDARD,47.38,2,0.783,0.25,0.0905,118.98,89.23,81.15,2.24,57.45,25.93,30.93,114.31,3.52,3.648,0.203
2025-10-13 10:08:00,PL01,LINE_A,B,STANDARD,57.12,1,0.9389,0.1138,0.0499,59.18,52.44,49.83,1.62,54.61,14.13,23.12,91.86,3.372,3.464,0.081
2025-10-13 10:33:00,PL02,LINE_C,C,PREMIUM,48.44,1,0.8587,0.0862,0.15,63.82,58.32,49.57,3.96,51.87,23.02,21.93,96.82,5.624,5.917,0.595
2025-10-13 12:36:00,PL01,LINE_A,C,STANDARD,38.15,1,0.8481,0.1099,0.0186,80.03,71.23,69.91,2.31,60.58,17.31,17.65,95.55,3.654,3.679,0.043
2025-10-13 12:42:00,PL02,LINE_B,B,HEAVY,60.34,2,0.8395,0.1055,0.0111,100.17,89.61,88.62,4.92,52.2,17.99,14.1,84.3,5.857,5.867,0.055
2025-10-13 13:28:00,PL01,LINE_A,B,STANDARD,52.58,2,0.8291,0.25,0.0803,113.52,85.14,78.31,2.04,56.32,23.57,24.79,104.69,3.267,3.374,0.164
2025-10-13 14:46:00,PL01,LINE_A,B,STANDARD,27.76,2,0.8138,0.0965,0.0445,211.03,190.66,182.18,2.18,53.15,16.43,25.86,95.44,2.68,2.704,0.097
2025-10-13 15:58:00,PL02,LINE_C,C,STANDARD,36.92,2,0.8236,0.1243,0.1031,160.61,140.65,126.14,2.04,55.45,17.83,19.41,92.69,2.699,2.775,0.21
2025-10-13 16:35:00,PL03,LINE_D,B,HEAVY,85.31,1,0.8622,0.0713,0.0931,36.38,33.79,30.64,5.66,48.58,21.37,10.04,79.99,8.03,8.274,0.527
2025-10-13 20:03:00,PL01,LINE_D,B,STANDARD,29.12,2,0.9015,0.25,0.0479,222.87,167.15,159.15,2.84,56.32,13.55,22.11,91.97,3.392,3.42,0.136
2025-10-13 20:43:00,PL03,LINE_B,B,PREMIUM,39.43,2,0.8711,0.0197,0.15,159.09,155.95,132.56,4.04,46.26,12.52,21.61,80.38,4.558,4.649,0.606
2025-10-13 22:26:00,PL03,LINE_D,B,STANDARD,29.93,2,0.7397,0.1928,0.15,177.93,143.63,122.08,2.17,48.93,19.12,21.27,89.32,2.797,2.906,0.326
2025-10-13 23:09:00,PL01,LINE_C,C,PREMIUM,93.43,2,0.7559,0.069,0.0207,58.25,54.23,53.11,3.59,60.02,19.12,25.01,104.15,5.506,5.546,0.074
2025-10-14 00:28:00,PL02,LINE_B,A,STANDARD,26.71,2,0.7828,0.25,0.15,210.99,158.24,134.51,2.36,50.94,19.52,18.99,89.45,2.921,3.021,0.353
2025-10-14 01:03:00,PL01,LINE_C,B,PREMIUM,28.87,1,0.8406,0.0902,0.0971,104.83,95.37,86.11,3.44,57.74,20.5,20.69,98.93,4.477,4.589,0.334
2025-10-14 01:06:00,PL03,LINE_B,B,STANDARD,32.5,2,0.807,0.248,0.0402,178.77,134.43,129.02,2.4,45.06,16.44,24.15,85.65,3.035,3.062,0.096
2025-10-14 02:11:00,PL01,LINE_A,C,PREMIUM,69.71,2,0.8716,0.1977,0.0559,90.02,72.22,68.18,4.17,56.0,19.64,29.31,104.95,5.628,5.714,0.233
2025-10-14 02:28:00,PL01,LINE_C,C,STANDARD,31.62,1,0.7923,0.0743,0.0329,90.2,83.49,80.74,2.36,59.86,27.01,18.22,105.1,3.62,3.663,0.078
2025-10-14 02:41:00,PL02,LINE_A,C,STANDARD,56.05,1,0.9318,0.0904,0.0698,59.85,54.44,50.64,2.46,55.64,22.26,21.3,99.2,4.283,4.42,0.172
2025-10-14 03:02:00,PL02,LINE_A,A,STANDARD,26.9,1,0.7782,0.25,0.1424,104.12,78.09,66.97,2.62,50.16,18.35,22.83,91.34,3.789,3.983,0.373
2025-10-14 04:49:00,PL01,LINE_A,C,HEAVY,53.94,2,0.899,0.1863,0.1104,119.99,97.63,86.86,4.72,63.83,17.01,27.11,107.95,5.823,5.961,0.521
2025-10-14 04:51:00,PL03,LINE_C,A,HEAVY,47.56,1,0.8288,0.0291,0.1084,62.73,60.9,54.3,4.81,45.99,26.59,21.26,93.84,6.354,6.541,0.522
2025-10-14 04:55:00,PL02,LINE_A,A,STANDARD,41.02,2,0.8763,0.0628,0.0839,153.82,144.17,132.08,2.36,52.34,17.54,25.7,95.59,3.022,3.083,0.198
2025-10-14 04:56:00,PL02,LINE_A,C,STANDARD,46.38,1,0.8144,0.25,0.15,63.21,47.4,40.29,2.81,50.8,21.03,23.13,94.96,4.813,5.166,0.421
2025-10-14 05:48:00,PL01,LINE_B,B,PREMIUM,51.07,1,0.8953,0.1865,0.0371,63.11,51.34,49.44,3.42,59.82,22.09,13.94,95.86,5.288,5.36,0.127
2025-10-14 06:04:00,PL02,LINE_C,B,STANDARD,41.11,1,0.9299,0.1946,0.15,81.44,65.59,55.75,2.78,49.57,20.99,17.39,87.95,4.116,4.353,0.416
2025-10-14 06:19:00,PL01,LINE_A,A,HEAVY,64.1,1,0.812,0.1421,0.15,45.6,39.12,33.26,5.62,53.51,17.52,24.3,95.32,8.061,8.491,0.844
2025-10-14 06:29:00,PL02,LINE_C,C,STANDARD,45.94,1,0.829,0.135,0.1163,64.96,56.19,49.66,2.44,54.36,13.23,22.91,90.5,4.053,4.265,0.284
2025-10-14 08:25:00,PL02,LINE_D,A,HEAVY,72.44,2,0.8032,0.25,0.15,79.82,59.87,50.89,5.85,50.2,19.46,16.34,86.01,7.284,7.537,0.877
2025-10-14 08:35:00,PL01,LINE_A,C,STANDARD,31.17,1,0.9254,0.1512,0.1041,106.89,90.73,81.28,2.63,57.37,13.7,19.31,90.38,3.631,3.746,0.274
2025-10-14 08:43:00,PL01,LINE_A,C,STANDARD,30.2,1,0.8144,0.1206,0.053,97.1,85.39,80.87,2.53,56.09,10.04,18.71,84.84,3.521,3.577,0.134
2025-10-14 08:54:00,PL01,LINE_A,A,STANDARD,47.2,1,0.9047,0.1223,0.0185,69.01,60.57,59.45,2.15,54.59,23.62,18.29,96.5,3.745,3.775,0.04
2025-10-14 09:19:00,PL01,LINE_A,B,PREMIUM,43.7,1,0.8112,0.1256,0.15,66.82,58.43,49.66,3.75,57.56,10.94,8.69,77.18,5.073,5.306,0.563
2025-10-14 10:13:00,PL02,LINE_C,C,PREMIUM,41.14,1,0.8231,0.0771,0.0709,72.02,66.47,61.75,3.18,55.72,16.13,15.91,87.76,4.504,4.605,0.226
2025-10-14 10:20:00,PL02,LINE_A,C,PREMIUM,45.61,1,0.8626,0.25,0.0472,68.08,51.06,48.65,4.37,52.03,17.24,16.19,85.46,6.045,6.128,0.206
2025-10-14 10:43:00,PL01,LINE_B,A,STANDARD,39.52,1,0.871,0.2075,0.0508,79.34,62.88,59.69,2.26,54.81,15.82,30.14,100.77,3.858,3.944,0.115
2025-10-14 13:21:00,PL02,LINE_B,C,STANDARD,29.83,2,0.8865,0.0884,0.15,213.97,195.07,165.81,2.69,54.54,19.22,22.98,96.75,3.187,3.274,0.404
2025-10-14 13:59:00,PL03,LINE_B,B,STANDARD,40.54,2,0.8913,0.1588,0.0354,158.29,133.15,128.44,1.65,49.82,13.73,23.62,87.17,2.302,2.326,0.058
2025-10-14 14:45:00,PL03,LINE_D,A,STANDARD,39.28,2,0.796,0.1894,0.1064,145.91,118.28,105.69,2.24,47.08,15.95,18.58,81.61,2.929,3.011,0.238
2025-10-14 14:50:00,PL02,LINE_D,C,PREMIUM,49.33,4,0.9459,0.1596,0.1316,276.08,232.03,201.49,4.88,56.73,13.62,19.39,89.73,5.269,5.328,0.643
2025-10-14 17:04:00,PL01,LINE_A,A,STANDARD,31.07,1,0.8776,0.1007,0.0259,101.69,91.45,89.08,2.08,53.83,23.02,23.1,99.95,3.177,3.206,0.054
2025-10-14 17:05:00,PL03,LINE_B,A,PREMIUM,57.62,1,0.7835,0.2105,0.15,48.95,38.65,32.85,3.9,49.57,8.47,25.74,83.78,6.065,6.448,0.585
2025-10-14 17:26:00,PL01,LINE_C,C,STANDARD,53.29,4,0.8896,0.1635,0.15,240.4,201.1,170.93,2.37,58.58,25.24,23.89,107.72,2.901,2.996,0.355
2025-10-14 19:00:00,PL03,LINE_C,C,PREMIUM,43.44,1,0.7713,0.25,0.1261,63.93,47.95,41.9,2.91,49.46,20.18,22.96,92.6,4.838,5.116,0.367
2025-10-14 19:12:00,PL03,LINE_B,B,STANDARD,41.51,1,0.8998,0.1945,0.0643,78.03,62.86,58.81,1.75,48.5,12.55,17.1,78.16,2.99,3.075,0.112
2025-10-14 21:17:00,PL02,LINE_A,A,HEAVY,53.19,1,0.9527,0.25,0.0683,64.48,48.36,45.06,5.04,52.52,23.84,18.69,95.05,7.0,7.144,0.344
2025-10-14 22:40:00,PL01,LINE_B,C,STANDARD,43.14,1,0.8352,0.1256,0.1195,69.7,60.95,53.66,2.44,57.7,18.38,23.41,99.49,4.068,4.289,0.291
2025-10-14 23:27:00,PL01,LINE_B,A,STANDARD,26.2,2,0.9352,0.1257,0.0748,257.0,224.69,207.87,2.09,55.32,20.3,13.54,89.16,2.491,2.523,0.157
2025-10-15 00:23:00,PL03,LINE_B,C,PREMIUM,70.85,2,0.8563,0.2128,0.0394,87.02,68.5,65.8,2.71,49.82,17.62,20.73,88.17,3.994,4.047,0.107
2025-10-15 00:42:00,PL03,LINE_D,B,STANDARD,27.23,2,0.8175,0.0699,0.15,216.13,201.01,170.86,2.27,47.69,15.44,24.85,87.97,2.704,2.781,0.34
2025-10-15 00:57:00,PL02,LINE_B,B,STANDARD,29.85,2,0.7531,0.25,0.0573,181.63,136.22,128.42,2.29,52.48,12.09,27.48,92.05,2.967,3.008,0.131
2025-10-15 01:35:00,PL01,LINE_A,B,PREMIUM,25.7,2,0.8632,0.1024,0.15,241.86,217.1,184.53,3.3,57.12,14.24,26.59,97.96,3.751,3.831,0.495
2025-10-15 03:15:00,PL01,LINE_B,A,STANDARD,41.88,1,0.8682,0.25,0.0402,74.63,55.97,53.72,2.44,52.23,18.88,10.64,81.74,3.899,3.961,0.098
2025-10-15 03:46:00,PL01,LINE_C,B,STANDARD,49.7,1,0.8793,0.1053,0.15,63.69,56.99,48.44,1.99,58.85,22.38,27.6,108.82,3.899,4.236,0.298
2025-10-15 03:46:00,PL01,LINE_A,A,PREMIUM,31.76,2,0.8711,0.0625,0.0616,197.46,185.11,173.72,4.11,56.07,22.48,26.92,105.47,4.678,4.715,0.253
2025-10-15 04:05:00,PL03,LINE_B,B,STANDARD,19.93,2,0.8291,0.091,0.15,299.58,272.32,231.47,2.25,48.15,14.25,25.31,87.71,2.571,2.628,0.337
2025-10-15 04:19:00,PL01,LINE_B,B,STANDARD,21.33,4,0.9634,0.25,0.0871,650.32,487.74,445.26,2.55,58.8,15.18,33.22,107.2,2.77,2.791,0.222
2025-10-15 05:36:00,PL01,LINE_B,B,STANDARD,32.75,1,0.8636,0.0811,0.1444,94.92,87.22,74.62,2.6,57.65,21.34,25.37,104.36,3.793,3.995,0.375
2025-10-15 05:48:00,PL01,LINE_A,C,STANDARD,21.24,1,0.876,0.0581,0.0673,148.5,139.88,130.46,1.78,56.96,18.54,27.99,103.5,2.524,2.577,0.12
2025-10-15 06:41:00,PL02,LINE_A,C,STANDARD,20.97,1,0.8543,0.1045,0.1162,146.68,131.36,116.09,2.13,53.7,23.68,13.62,91.0,2.821,2.912,0.247
2025-10-15 06:49:00,PL01,LINE_C,A,PREMIUM,30.52,1,0.8572,0.25,0.1286,101.11,75.84,66.08,3.26,54.44,24.65,21.53,100.61,4.588,4.784,0.419
2025-10-15 07:17:00,PL01,LINE_D,A,STANDARD,33.2,1,0.8152,0.1592,0.0944,88.41,74.33,67.31,1.72,54.52,12.96,13.15,80.64,2.801,2.914,0.162
2025-10-15 07:36:00,PL01,LINE_B,B,STANDARD,41.06,1,0.922,0.1273,0.0174,80.84,70.55,69.33,2.52,55.88,23.46,15.46,94.8,3.865,3.889,0.044
2025-10-15 08:18:00,PL03,LINE_C,A,STANDARD,23.86,1,0.8106,0.1247,0.0347,122.31,107.06,103.34,2.33,44.8,19.02,19.65,83.47,3.111,3.139,0.081
2025-10-15 09:35:00,PL01,LINE_C,C,STANDARD,33.71,2,0.9287,0.1041,0.023,198.35,177.71,173.62,2.24,56.52,16.19,26.28,98.99,2.801,2.814,0.052
2025-10-15 09:35:00,PL03,LINE_A,B,PREMIUM,37.27,1,0.8653,0.0606,0.1041,83.57,78.5,70.33,3.72,50.75,27.78,26.55,105.07,5.062,5.217,0.387
2025-10-15 09:56:00,PL03,LINE_A,A,PREMIUM,75.86,2,0.8333,0.1612,0.0511,79.09,66.34,62.95,2.86,48.97,21.35,21.19,91.52,4.235,4.309,0.146
2025-10-15 12:39:00,PL03,LINE_A,B,HEAVY,82.42,1,0.8372,0.25,0.0983,36.57,27.43,24.73,4.25,48.78,25.09,18.71,92.58,7.625,7.992,0.418
